대피소명,주소,위도,경도,유형,대피소명_정규
7호선 면목역,,37.58858,127.0875,비상대피시설(지하철역),7호선면목역
7호선 반포역,,37.50818,127.01173,비상대피시설(지하철역),7호선반포역
7호선 보라매역,,37.49987,126.92043,비상대피시설(지하철역),7호선보라매역
7호선 부천시청역,,37.50463,126.76354,비상대피시설(지하철역),7호선부천시청역
7호선 부천종합운동장역,,37.50538,126.79734,비상대피시설(지하철역),7호선부천종합운동장역
7호선 부평구청역,,37.50739,126.7216,비상대피시설(지하철역),7호선부평구청역
7호선 사가정역,,37.58089,127.08848,비상대피시설(지하철역),7호선사가정역
7호선 산곡역,,37.5086,126.70353,비상대피시설(지하철역),7호선산곡역
7호선 삼산체육관역,,37.50641,126.74215,비상대피시설(지하철역),7호선삼산체육관역
7호선 상도역,,37.50283,126.94791,비상대피시설(지하철역),7호선상도역
7호선 상동역,,37.50578,126.75308,비상대피시설(지하철역),7호선상동역
7호선 상봉(시외버스터미널)역,,37.59558,127.08572,비상대피시설(지하철역),7호선상봉(시외버스터미널)역
7호선 석남(거북시장)역,,37.50623,126.67628,비상대피시설(지하철역),7호선석남(거북시장)역
7호선 수락산역,,37.67785,127.05532,비상대피시설(지하철역),7호선수락산역
7호선 숭실대입구(살피재)역,,37.49603,126.95382,비상대피시설(지하철역),7호선숭실대입구(살피재)역
7호선 신대방삼거리역,,37.4997,126.92828,비상대피시설(지하철역),7호선신대방삼거리역
7호선 신중동역,,37.50305,126.77596,비상대피시설(지하철역),7호선신중동역
7호선 신풍역,,37.50008,126.90993,비상대피시설(지하철역),7호선신풍역
7호선 어린이대공원(세종대)역,,37.54801,127.07466,비상대피시설(지하철역),7호선어린이대공원(세종대)역
7호선 온수(성공회대입구)역,,37.49209,126.82302,비상대피시설(지하철역),7호선온수(성공회대입구)역
7호선 용마산역,,37.57365,127.08673,비상대피시설(지하철역),7호선용마산역
7호선 이수역,,37.4852,126.9816,비상대피시설(지하철역),7호선이수역
7호선 장승배기역,,37.5049,126.93915,비상대피시설(지하철역),7호선장승배기역
7호선 장암역,,37.70011,127.0532,비상대피시설(지하철역),7호선장암역
7호선 중계역,,37.64458,127.0643,비상대피시설(지하철역),7호선중계역
7호선 중곡역,,37.56592,127.08432,비상대피시설(지하철역),7호선중곡역
7호선 중화역,,37.60254,127.07926,비상대피시설(지하철역),7호선중화역
7호선 천왕역,,37.48664,126.83871,비상대피시설(지하철역),7호선천왕역
7호선 철산역,,37.47605,126.86791,비상대피시설(지하철역),7호선철산역
7호선 청담역,,37.51936,127.05335,비상대피시설(지하철역),7호선청담역
7호선 춘의역,,37.50366,126.78704,비상대피시설(지하철역),7호선춘의역
7호선 태릉입구역,,37.61829,127.0754,비상대피시설(지하철역),7호선태릉입구역
7호선 하계역,,37.63635,127.06799,비상대피시설(지하철역),7호선하계역
7호선 학동역,,37.51423,127.03166,비상대피시설(지하철역),7호선학동역
8단지청솔아파트경로당,서울특별시 노원구 노원로1가길 10 (청솔8단지),37.62355,127.08551,무더위쉼터,8단지청솔아파트경로당
8호선 가락시장역,,37.49289,127.1184,비상대피시설(지하철역),8호선가락시장역
8호선 강동구청역,,37.53034,127.12051,비상대피시설(지하철역),8호선강동구청역
8호선 남위례역,,37.4624,127.13977,비상대피시설(지하철역),8호선남위례역
8호선 남한산성입구(성남법원.검찰청)역,,37.45154,127.15982,비상대피시설(지하철역),8호선남한산성입구(성남법원.검찰청)역
8호선 단대오거리역,,37.44521,127.15687,비상대피시설(지하철역),8호선단대오거리역
8호선 모란역,,37.43382,127.12984,비상대피시설(지하철역),8호선모란역
8호선 몽촌토성(평화의문)역,,37.51741,127.11236,비상대피시설(지하철역),8호선몽촌토성(평화의문)역
8호선 몽촌토성역(지하1층~3층),"서울특별시 송파구 올림픽로 지하 383 (신천동, 몽촌토성역)",37.51698,127.11076,민방위대피시설,8호선몽촌토성역(지하1층~3층)
8호선 문정역,,37.48586,127.1225,비상대피시설(지하철역),8호선문정역
8호선 문정역 지하1층,서울특별시 송파구 송파대로 지하 179 (문정동),37.48776,127.12152,민방위대피시설,8호선문정역지하1층
8호선 복정역,,37.47105,127.12673,비상대피시설(지하철역),8호선복정역
8호선 산성역,,37.45712,127.14991,비상대피시설(지하철역),8호선산성역
8호선 석촌역,,37.50556,127.10683,비상대피시설(지하철역),8호선석촌역
8호선 송파역,,37.4997,127.11218,비상대피시설(지하철역),8호선송파역
8호선 송파역 대합실 지하 2층,서울특별시 송파구 송파대로 지하 354 (가락동),37.49987,127.1121,민방위대피시설,8호선송파역대합실지하2층
8호선 수진역,,37.43743,127.14072,비상대피시설(지하철역),8호선수진역
8호선 신흥역,,37.44092,127.14756,비상대피시설(지하철역),8호선신흥역
8호선 암사역,,37.55021,127.12756,비상대피시설(지하철역),8호선암사역
8호선 암사역사공원역,,37.55695,127.13702,비상대피시설(지하철역),8호선암사역사공원역
8호선 잠실(송파구청)역,,37.51469,127.10434,비상대피시설(지하철역),8호선잠실(송파구청)역
8호선 장지역,,37.4787,127.12619,비상대피시설(지하철역),8호선장지역
8호선 장지역 승강장 지하1층,"서울특별시 송파구 송파대로 지하 82 (장지동, 장지역)",37.47758,127.12662,민방위대피시설,8호선장지역승강장지하1층
8호선 천호(풍납토성)역,,37.53811,127.12325,비상대피시설(지하철역),8호선천호(풍납토성)역
9단지청솔아파트경로당(청솔아파트경로당),서울특별시 노원구 노원로1길 21 (공릉9단지청솔아파트 경로당),37.62146,127.08589,무더위쉼터,9단지청솔아파트경로당(청솔아파트경로당)
9호선(연장) 둔촌오륜역,,37.51968,127.13799,비상대피시설(지하철역),9호선(연장)둔촌오륜역
9호선(연장) 봉은사역,,37.51422,127.06024,비상대피시설(지하철역),9호선(연장)봉은사역
9호선(연장) 삼성중앙역,,37.51301,127.05328,비상대피시설(지하철역),9호선(연장)삼성중앙역
9호선(연장) 삼전역,,37.50474,127.08802,비상대피시설(지하철역),9호선(연장)삼전역
9호선(연장) 석촌고분역,,37.50256,127.09703,비상대피시설(지하철역),9호선(연장)석촌고분역
9호선(연장) 석촌역,,37.50521,127.10704,비상대피시설(지하철역),9호선(연장)석촌역
9호선(연장) 선정릉역,,37.5103,127.044,비상대피시설(지하철역),9호선(연장)선정릉역
9호선(연장) 송파나루역,,37.51037,127.11222,비상대피시설(지하철역),9호선(연장)송파나루역
9호선(연장) 언주역,,37.50729,127.03387,비상대피시설(지하철역),9호선(연장)언주역
9호선(연장) 올림픽공원(한국체대)역,,37.51627,127.13029,비상대피시설(지하철역),9호선(연장)올림픽공원(한국체대)역
9호선(연장) 종합운동장역,,37.51143,127.07628,비상대피시설(지하철역),9호선(연장)종합운동장역
9호선(연장) 중앙보훈병원역,,37.52919,127.14874,비상대피시설(지하철역),9호선(연장)중앙보훈병원역
9호선(연장) 한성백제역,,37.5164,127.1165,비상대피시설(지하철역),9호선(연장)한성백제역
9호선 가양역,,37.56139,126.85446,비상대피시설(지하철역),9호선가양역
9호선 개화역,,37.57861,126.79815,비상대피시설(지하철역),9호선개화역
9호선 고속터미널역,,37.50598,127.0044,비상대피시설(지하철역),9호선고속터미널역
9호선 공항시장역,,37.56373,126.81068,비상대피시설(지하철역),9호선공항시장역
9호선 구반포역,,37.50136,126.98733,비상대피시설(지하철역),9호선구반포역
9호선국회의사당역,"서울특별시 영등포구 국회대로 지하758, 국회의사당역 지하1층 (여의도동)",37.52739,126.91856,민방위대피시설,9호선국회의사당역
9호선 국회의사당역,,37.5281,126.91787,비상대피시설(지하철역),9호선국회의사당역
9호선 김포공항역,,37.56192,126.80215,비상대피시설(지하철역),9호선김포공항역
9호선 노들역,,37.51289,126.95322,비상대피시설(지하철역),9호선노들역
9호선 노량진역,,37.51353,126.941,비상대피시설(지하철역),9호선노량진역
9호선 당산역,,37.53341,126.90281,비상대피시설(지하철역),9호선당산역
9호선 동작(현충원)역,,37.50288,126.97815,비상대피시설(지하철역),9호선동작(현충원)역
9호선 등촌역,,37.55063,126.86569,비상대피시설(지하철역),9호선등촌역
9호선 마곡나루역,,37.56678,126.82731,비상대피시설(지하철역),9호선마곡나루역
9호선 사평역,,37.50421,127.01526,비상대피시설(지하철역),9호선사평역
9호선 삼전역 역사 지하 1~2층,"서울특별시 송파구 백제고분로 지하 189 (잠실동, 삼전역)",37.50469,127.08763,민방위대피시설,9호선삼전역역사지하1~2층
9호선샛강역,"서울특별시 영등포구 의사당대로 지하166, 샛강역 지하1층 (여의도동)",37.51714,126.93013,민방위대피시설,9호선샛강역
9호선 샛강역,,37.51727,126.92842,비상대피시설(지하철역),9호선샛강역
9호선 선유도역,,37.53802,126.89352,비상대피시설(지하철역),9호선선유도역
9호선 신논현역,,37.5046,127.02506,비상대피시설(지하철역),9호선신논현역
9호선 신목동역,,37.54428,126.88308,비상대피시설(지하철역),9호선신목동역
9호선 신반포역,,37.50341,126.99592,비상대피시설(지하철역),9호선신반포역
9호선 신방화역,,37.56753,126.8166,비상대피시설(지하철역),9호선신방화역
9호선 양천향교역,,37.56838,126.84133,비상대피시설(지하철역),9호선양천향교역
9호선 여의도역,,37.52176,126.92403,비상대피시설(지하철역),9호선여의도역
9호선여의도역,"서울특별시 영등포구 여의나루로 지하40, 여의도역 지하1층 (여의도동)",37.52325,126.92694,민방위대피시설,9호선여의도역
9호선 염창역,,37.54694,126.87492,비상대피시설(지하철역),9호선염창역
9호선 증미역,,37.5574,126.86194,비상대피시설(지하철역),9호선증미역
9호선 한성백제역 승강장 지하1~2층,"서울특별시 송파구 위례성대로 지하 29 (방이동, 한성백제역)",37.51622,127.11764,민방위대피시설,9호선한성백제역승강장지하1~2층
9호선 흑석(중앙대입구)역,,37.50877,126.96371,비상대피시설(지하철역),9호선흑석(중앙대입구)역
AT센터 지하 1~3층 주차장,"서울특별시 서초구 강남대로 27 (양재동, 농수산물유통공사,화훼공판장)",37.46826,127.03914,민방위대피시설,AT센터지하1~3층주차장
CU BGF사옥점,강남구 테헤란로63길 9,37.50579,127.05011,"기후동행쉼터, 무더위쉼터, 한파쉼터",CUBGF사옥점
CU CU상도삼호점,동작구 상도로 407-5 삼호아파트 상가동 지하1층 101호,37.49326,126.95663,"기후동행쉼터, 무더위쉼터, 한파쉼터",CUCU상도삼호점
CU CU안암센트럴점,성북구 고려대로28길 16 안암랜드빌딩 (안암동5가),37.58556,127.0306,"기후동행쉼터, 무더위쉼터, 한파쉼터",CUCU안암센트럴점
CU CU중랑동부점,"중랑구 중랑천로10길 48, (면목동)",37.5921,127.0757,"기후동행쉼터, 무더위쉼터, 한파쉼터",CUCU중랑동부점
CU 경희당점,종로구 경희궁길 36 (신문로2가),37.57288,126.97003,"기후동행쉼터, 무더위쉼터, 한파쉼터",CU경희당점
CU 관악우체국점,관악구 남부순환로187길 9 (신림동) 1층 CU,37.48527,126.93337,"기후동행쉼터, 무더위쉼터, 한파쉼터",CU관악우체국점
CU 관악인헌길점,관악구 인헌12길 42 태양빌라 1층 CU,37.47077,126.96504,"기후동행쉼터, 무더위쉼터, 한파쉼터",CU관악인헌길점
CU 관악푸른점,"관악구 낙성대역길 61 (봉천동, 킹스빌리지) 킹스빌리지 1층",37.47525,126.96249,"기후동행쉼터, 무더위쉼터, 한파쉼터",CU관악푸른점
CU 군자초교점,동대문구 천호대로77길 22 1층 CU,37.56313,127.06139,"기후동행쉼터, 무더위쉼터, 한파쉼터",CU군자초교점
CU 남대문로5가점,"중구 세종대로 8-1, (남대문로5가)",37.55757,126.9734,"기후동행쉼터, 무더위쉼터, 한파쉼터",CU남대문로5가점
